,v1,v2
0,-0.10952615768367656,-0.11454087448038242
1,-0.40837819798956393,0.1101608014450255
2,-0.07223567788413598,0.5647185896121979
3,0.2512204661919034,-0.2882913801098688
4,-0.6174130318919928,-0.0809157528494392
5,0.41419678395084225,-0.09191836105301174
6,0.3037853011230769,0.3724847811442386
7,0.09003772727662553,-0.105719658018714
8,0.6072392827680746,-0.18753672817996142
9,0.3278076087928108,0.47268764885106107
10,0.02549002445196891,0.08483146965370958
11,0.281230120309049,-0.1257690154999847
12,0.5718587782957879,0.13341164082079524
13,0.6481652159562576,-0.015944168054512924
14,-0.6051803904868523,-0.017165266528718033
15,0.4603439653804937,0.16515132321142176
16,0.02757586234700611,-0.015604912367490632
17,0.8246877424092373,0.49969876712090866
18,0.2516024923723043,0.11755315583014872
19,0.709324566540967,-0.05403248908548935
20,-0.22438034478716917,0.36121920344123204
21,-0.4455427866319228,-0.5632038632676439
22,0.662508619956734,-0.08614424307663707
23,0.3105692225836581,0.38675212359209504
24,-0.07532726348213954,-0.09135223100616373
25,0.1200130358833604,-0.23259546751880789
26,-0.5553073905581213,0.3994044250135472
27,-0.40274569771412433,-0.1026303639614708
28,-0.7871519165279653,0.3534048042867276
29,0.36808951779402843,0.1947183800621537
30,-0.28318338668883586,-0.098421590484765
31,0.8570066105011733,0.49532775080060654
32,-0.06036064136626863,0.39124060094485774
33,-0.9033446026792882,0.35145139138329523
34,-0.4541133038190921,-0.2046096661430039
35,-0.05511216961854262,0.038607435690225636
36,0.34794162375372195,0.38827256436159435
37,-0.9636012112351162,0.06406048820542252
38,0.1333329171625544,0.32792193089221533
39,-0.2741598753598531,0.5631805324421242
40,-0.011802623489842462,-0.010934155197887499
41,0.580077752095583,-0.02413683044189492
42,-0.315619597686488,0.36407560010640383
43,0.11032076142599771,-0.284240751368222
44,0.48639418062981427,0.02555101289249062
45,0.5522151680848292,0.7599054975789311
46,0.5589101632474396,-0.3235068502434146
47,0.370001598662912,0.1694969202689319
48,-0.15601662055971088,0.14629141907804413
49,0.018313027461074702,-0.3250329843022457
50,-0.1580713264392979,0.03371695819467432
51,0.4290823929245045,0.19945382085354738
52,0.4381251807974931,0.15582259226219775
53,-0.4734753091802917,0.05030519396773403
54,0.4155850823023549,-0.04150576633252025
55,0.8480056309725187,0.15715853755077863
56,0.031359032627523736,0.07465898097046261
57,0.39515961184363835,-0.11001837396872871
58,0.5007795425012345,0.4194304392237283
59,1.0188192825436688,0.6129126049523177
60,0.6198332728581046,0.5680394672310312
61,-0.4535277260410952,0.40775232523325616
62,-0.8147040874123068,-0.027104032364784317
63,-0.06032911350946626,-0.34401289862775386
64,0.33623605451240285,0.1358392009799979
65,-0.7184107520597472,-0.16286847259126144
66,-0.4786003357848509,-0.17987813527378413
67,0.082102694810947,0.27975442041001136
68,-0.5504786863127145,-0.5223304715952881
69,0.08170946817656861,-0.2401482466894905
70,-0.4613316592096023,-0.1695355040225869
71,-0.3040524449780853,0.32304797794953183
