,u1,u2
0,0.3562146503765015,-0.20847938892871087
1,0.2720436959068063,0.1939833741415796
2,0.4638519573961033,-0.394142950096908
3,0.4780419654781641,-0.1540286164357924
4,0.3260189204550395,-0.7124158511232935
5,0.4711045699755176,0.14363465125354316
6,0.015412946273803994,-0.003650449523961419
7,0.30597188448630774,-0.011773520607566432
8,-0.3053183310283095,-0.13725381519010652
9,-0.15234479191883543,0.09238913490133074
10,-0.04210369091187689,0.4504357772140783
11,-0.4162878399111551,0.4119743461313541
12,0.10617322158447742,0.002053348816319115
13,0.04261680339643379,-0.38469395897635933
14,-0.004903215680657054,0.754258527067106
15,-0.138961554355999,-0.3873153361025314
16,0.4841400671620102,-0.49483717355719503
17,0.10669022176463565,0.23670730874925225
18,0.18140593747830716,0.05969905390380616
19,-0.9152697318412224,0.25539321425992956
20,0.49518709162490343,-0.28055797726003234
21,0.37032600872812177,-0.23959598730862802
22,0.23520249892952977,0.10704047616238668
23,0.17893689898701368,-0.10458757517118333
24,-0.31585437951507656,0.05370215855278187
25,-0.031470419530155454,0.011080515295384981
26,-0.05197708752017131,-0.00968607403052557
27,0.06435492108506198,-0.5414277958726559
28,0.19904468887804194,-0.021668848916660353
29,0.3056394175184674,0.12516829404321692
30,0.3207629938115392,-0.3669613476429173
31,0.2749998609639553,0.023988904469925316
32,-0.0850021814654908,-0.3307938898786296
33,0.8376636344300696,-0.035655166531625024
34,-0.7359724539856627,-0.11528227955489755
35,-0.2563783993140524,-0.45815891787959256
36,0.051120759448535065,-0.17504742141231516
37,-0.835290881866665,0.8719418320226996
38,-0.14656930735419296,-0.4698785622356817
39,-0.11462071314924689,-0.048396635093344506
40,0.3458842413285822,-0.24806756097976795
41,-0.7441234152051877,0.20888836933552987
42,-0.2856848027830254,0.24400978327354153
43,-0.27214542530996017,-0.4275828693244668
44,-0.03457243180856138,0.06649155469898928
45,0.1938418738284369,0.5158797965748061
46,0.6423767452457936,-0.08480501989552285
47,-0.04250969877870603,-0.27732273631750526
48,1.0862624124828693,0.18837918864784264
49,0.34570101844259465,-0.5786893530814162
50,-0.28806631861628185,-0.8256875198061491
51,0.15087751912515643,0.39768106030101646
52,0.042819943331887836,0.3740416604542054
53,-0.0944873652935567,-0.34972745850416165
54,-0.028930997830742523,-0.13796718103233374
55,-0.39350491760872924,-0.3235501443811597
56,-0.23556264495883736,0.1893774906523329
57,0.3707041268489453,-0.28131382550301115
58,0.4975292371386954,-0.36610269625326447
59,-0.010081164321743554,-0.04077775253525354
60,-0.4251182676733046,0.23895867706315058
61,0.30035002013501844,-0.112410909885571
62,0.3183908842699885,-0.05272468043900608
63,0.19649242024409055,-0.22269491455584112
64,-0.5372648839564304,0.2918874457712312
65,-0.46293938423067593,-0.5938163054901925
66,-0.0856841606578553,-0.570499640429833
67,0.8226352389549132,0.2509329956858998
68,0.4952294978527367,-0.1118115130013008
69,-0.05917201412037198,-0.009109995029882407
70,0.4213125723724949,0.1639195089097474
