,u1,u2
0,0.35114705307506,-0.04190040524920855
1,0.35693535433410417,0.36991327862399187
2,0.2825537116508417,-0.15180122042115757
3,0.3761510374623683,0.07229007061175911
4,0.3605092916167651,-0.6568010032328019
5,0.5602294183813431,0.2140125061144854
6,0.07968061698225043,0.0037392032772548857
7,0.4211228531449546,0.2584939950776188
8,-0.136585167923556,-0.22522945174102013
9,-0.019045842697612905,0.12390151284675062
10,-0.00752391748730216,0.33698138665711397
11,-0.4368508708142069,0.2236824848636737
12,0.17946153678382185,0.2719832171598519
13,0.0835190082172792,-0.1705089752322572
14,0.16656622945657243,0.8675641984108241
15,-0.12847723369604755,-0.23893621402272183
16,0.4657912747562427,-0.5881876270440344
17,0.26370805712561196,0.3017201952772194
18,0.232333733658877,-0.07202466406303067
19,-0.8114638964059904,0.3332691612743369
20,0.48750992077026306,-0.20775855788327138
21,0.3129056130598913,-0.48752174741105886
22,0.2617231667362184,0.18798597490674776
23,0.27779270832970443,0.004277254335548848
24,-0.29816320828248544,-0.02473126352720878
25,0.08174621311798388,0.10851431691616933
26,-0.0710631921956347,0.030162941671700434
27,0.14182958657408726,-0.5402173627601937
28,0.16718172150653413,-0.02604102341228427
29,0.418141329304095,0.0794484539374088
30,0.37712879848661945,-0.32574018058277737
31,0.3502712859504249,-0.07028382096739103
32,-0.18541733488887374,-0.05048827330085527
33,0.7356403001467531,0.4444392738822661
34,-0.7155052477105807,0.034198819607256674
35,-0.35530992448922466,-0.03068288131057456
36,0.11103092446495344,-0.23721514571254784
37,-0.9199394882853519,0.7533350597461562
38,-0.2633184790559253,-0.2995372531040113
39,-0.20620658125899324,0.08431437551645218
40,0.4040067258518751,-0.24172710048086019
41,-0.7246634897190254,0.33483068521532033
42,-0.2363998981124354,0.18637874765641596
43,-0.20780416980653824,-0.3896413716931299
44,-0.06929937797058701,0.04197789903738591
45,0.19455886562576089,0.5388212513666081
46,0.5468126412686888,-0.06998587377144265
47,0.020456529241568107,-0.30427471983730836
48,1.1401380752919994,0.2933375775977382
49,0.19495948816181424,-0.9512656114541977
50,-0.19946718706057104,-0.3610978525633924
51,0.11974290238435892,0.3814192568748822
52,0.052190218818450214,0.46454529945598666
53,0.01909409913868683,-0.26638217114823576
54,0.005009182280893436,0.14315951694865445
55,-0.35055420197944137,-0.09656188247972129
56,-0.17643272525222062,0.3004616348189776
57,0.383723425205103,-0.47785431605721657
58,0.45058968530525345,-0.3809026931544934
59,0.0647472139011498,-0.09244356164143025
60,-0.3628876347991414,0.5964450545510931
61,0.36066253926728203,-0.08835039541016805
62,0.39860356422614546,-0.3381026483560412
63,0.265679874509779,-0.25238729688777767
64,-0.41878910050478335,0.23971331091593143
65,-0.5175987757635684,-0.3835281883456987
66,0.024018469175500552,-0.2658355861229908
67,0.9639375279816684,-0.06964202866814452
68,0.6281215227678929,-0.04254037644745692
69,0.029378826558799323,0.06558505165319091
70,0.2716121011724741,-0.12593418450451724
71,-0.03496745419182226,0.32224228157720247
72,0.8558451465779786,-0.017746830921141335
73,-0.2558463893791797,-0.1932940279094974
74,0.5994673231754943,-0.36207279781840185
75,0.7327181299968977,0.36100020094511015
76,0.2982638774293402,-0.35360205839017644
77,0.3821212711948744,0.15089279031590525
78,0.38108630062413706,0.32946154469711264
79,-0.16647063661344016,0.20177218975032907
80,-0.09625123815648937,-0.22440442564329907
81,-0.04675675587334909,0.23429005377616507
82,-0.7560920706464801,0.22248654967175965
83,0.11047970903907314,0.30999677688053967
84,0.17595706757053803,0.09169352386570143
85,0.19095017122059085,0.14616632588610698
86,-0.5476117967429265,0.07947475355799088
87,-0.20223366399411194,0.14574039455687765
88,-0.15637116413760088,-0.27147225700227967
89,0.06892411736317546,0.2761682324438276
90,-0.29140850158001,-0.1237999189770926
91,0.38739971811822,-0.08019307397635612
92,-0.292830572392112,-0.28095781090312083
93,0.6942108595521649,0.03127307037873455
94,-0.12579838775377977,0.3497948523124618
95,-0.17458164431500256,0.021694450046733448
96,-0.19248093732362906,-0.09691546348046517
97,0.4471684807373705,0.7984614632206289
98,-0.05361155668014065,-0.265357844578725
99,-0.4085043277300147,0.11933596010557337
100,-0.3917670572397494,0.05031014236089999
101,-0.011238566551836367,-0.021951320437585485
102,0.19756707495073295,-0.40082209875714503
103,0.1889131096618293,0.17556939540804448
104,0.13456114820121862,0.01972037912180694
105,0.11673458677143518,0.12324492333757416
106,0.9761266630478308,-0.5020586068234151
107,0.5076237527428925,-0.0641388633505395
108,-0.6556523273840997,-0.2120258404038048
109,-0.419512519210028,0.3516637711398223
