,v1,v2
0,0.3773773966069163,0.0906284812318349
1,0.40018696589878405,-0.29736443806568585
2,-0.5901670074717884,0.7090446635143117
3,0.6149043044165352,0.04978044675981807
4,0.6584488896293358,0.027198442334274507
5,-0.5250158710892131,-0.2234936475779733
6,-0.2716772090409117,0.01718002456428174
7,-0.5419212225461171,-0.007222808702746838
8,0.20661914201737122,0.25407202783086297
9,-0.18673676667697459,-0.14585185117532135
10,0.20026796455684565,0.11398476061621442
11,-0.3437572727303839,-0.15078432392414345
12,-0.34882197684020255,0.8196171400158281
13,-0.6832367237444215,0.4636205197436985
14,0.132225087200932,0.25708732671309753
15,-0.4318940765056259,-0.18187275371364742
16,-0.5705314947185922,0.4983043915483231
17,-0.05296165961368852,0.1932314812170265
18,-0.7548091797339485,-8.228752692802799e-05
19,-0.13206478946501068,-0.12660565658385153
20,-0.10687385075548048,-0.6974790367145103
21,-0.7261590524274391,0.0862773901297587
22,-0.4796122003946096,0.0155303874613995
23,-0.5210559237177403,-0.21800749838234185
24,-0.48824586440333817,0.1023770823173985
25,-0.03207491223392551,0.0614659772527797
26,0.1414258476811117,-0.44879939906733013
27,0.28991247954688953,-0.37808644689083526
28,0.17585580198200154,-0.488509453447149
29,-0.5818488489159835,-0.30799868264887253
30,-0.038431392363864496,-0.2670483987514629
31,0.2795788533892461,-0.03599403332518181
32,0.24601196387878516,-0.10434885984298893
33,-0.5148859311724429,-0.08535602575436262
34,0.8521784839245898,0.36302020628564974
35,0.38335813765774535,-0.031383597095320064
36,-0.18890599928306118,0.021471398305941376
37,-0.17326151164223816,0.10601333553809258
38,-0.3405989769829933,0.13376131754286377
39,0.3413236097247104,0.4098561826391601
40,0.3343690277020712,0.22755014715319358
41,-0.29176249283935524,-0.19730466400607807
42,-0.35344100731365363,0.260187816993248
43,0.6567370265114535,-0.11326516790726686
44,0.14236744313792346,-0.05791495728368477
45,-0.5101416631163596,0.4277766655450768
46,-0.22232448575936253,-0.3277268783531372
47,0.1287171250778788,0.2707051365798255
48,-0.23408344624798774,0.08165123609714313
49,-0.6439258902754764,-0.306566542872847
50,-0.2475437773341924,-0.4486464866924775
51,0.3231905165376691,0.05541755681550647
52,0.6951572178474613,0.059057664321227187
53,-0.18077390964215886,-0.03533873947507654
54,-0.34367058457806476,-0.45725171788417057
55,0.03960835970989296,-0.38142267600355206
56,0.17091158941850432,-0.33084318967478527
57,-0.4221490841591646,-0.34395291125713
58,0.14886232287981768,-0.33494825836226966
59,0.670470237256044,0.4286093458059284
60,-0.5618420534286444,-0.07710930058657677
61,-0.3629195798497776,0.1665434450499314
62,-0.15752582040830734,-0.151580361206267
63,0.2887304364471104,-0.1246736687251689
64,0.1691308020231278,0.014185183425364617
65,-0.5706796395886695,-0.3236429311732364
66,-0.642351627631018,0.03229741910502708
67,-0.2788908460176995,0.005682989674784809
68,0.22301821543284522,-0.2928602768262657
69,-0.4455658369898873,0.02973063303345934
70,-0.7212612033204324,0.05995024537713636
71,0.618304015035648,-0.09107019133210399
72,-0.23143927435889122,-0.2558825759663575
73,-0.22440001634225837,-0.04441660240607124
74,-0.165676956067721,-0.07142735516446282
75,-0.3693450813655359,0.07347369776899478
76,-0.5676526236556243,0.1749297147037493
77,0.4688791538913027,-0.08873386865817463
78,0.2602039829711949,0.0285511967697267
79,-0.41030187760658515,0.17076264946947187
80,0.0757185684291471,-0.1283717431742551
81,0.25392628462177813,0.5348876355929426
82,0.5777288876203518,0.07543319943850349
83,0.6489932983545841,-0.17242109935977654
84,-0.4076469954100663,0.3645371722371809
85,0.015732693814809903,-0.07488794102898329
86,-0.3397389329815342,0.08786511803365867
87,-0.4838069657355042,0.01235802788359299
88,-0.32732295787247845,-0.4850920477758841
89,0.0501817011740621,-0.16506645341933165
90,-0.2709224830224936,-0.5830462148594467
91,-0.4124264090319214,-0.21883985593855487
92,0.38715584489070576,-0.21691888396506392
93,-0.08891720359130159,0.4693014373129727
94,-0.29515003075470675,0.4706070422071063
95,0.6448483478618233,-0.16620463962510107
96,0.45966397696055306,0.1061759726752363
97,0.3526255203094119,0.0730969597511368
98,-0.31541739252292894,0.0016745233090746637
99,0.2775242874811934,0.049267179703948394
100,-0.1494471618394206,-0.3901188656913747
101,0.4036909110635139,-0.2237969791155584
102,-0.6845437360021774,-0.25680535471107413
103,0.22452792960115686,-0.5090171383799383
104,-0.1913783138334493,-0.14369064039204432
105,0.46765606984292024,-0.3055980423760263
106,-0.24002583432143645,0.0066987153703716735
107,-0.2785629218447754,-0.10699397191231601
108,-0.6334198503346664,0.2405687504936903
109,-0.27459437510000245,0.6048140595499669
110,-0.5907662015867641,0.20667463856956703
111,0.23191714612564443,-0.10480230098817284
112,-0.544540136938393,0.558229837488392
113,0.392339805208896,0.23767038347821157
114,-0.10573086790270651,-0.3820618840595839
115,0.30727136480929346,0.30643515315743924
116,0.10253780229973244,-0.1804629273567281
117,-0.53287400473441,0.2979751229315032
118,-0.08228248507263104,-0.0313902122736615
119,0.5791664690742722,0.08659798813894244
120,0.3319830525185434,-0.19509993623403782
121,-0.1424586101770904,-0.48053163430657186
122,-0.4205290567517352,-0.024228446374092685
123,0.36662004723755104,-0.2584026768164676
124,-0.017275586395725465,0.2846512220994892
125,0.4039956635472531,-0.10417726029682746
126,-0.5581848831227748,0.140639459974983
127,0.7446297130667168,0.11818245516906899
128,0.0960531932062079,-0.04053187166604821
129,-0.17782841597349835,0.175688569397713
130,-0.4812298833482488,-0.30458520890688456
131,-0.42218413467709187,0.44042949858249186
132,0.24645920212607325,-0.3130170388062965
133,-0.152128093483743,0.10572993847695335
134,-0.3601402751516508,-0.0313020817715338
135,0.814137662271334,0.12305142177322986
136,-0.12197028216079343,0.16507101478674888
137,-0.3040177879844346,-0.23445598438244533
138,0.7674691190793845,0.40535804610003034
139,-0.11325746296040834,0.18215365504236777
140,0.35300214966855703,-0.2946559865968233
141,-0.40948819037116807,0.35246820998986417
142,-0.2600174251739188,-0.3849659415814562
143,-0.06348171734568278,-0.3689668179756493
